item_id,projection_virtue_axis
commonsense_test_000032,1078.2499587238658
commonsense_test_000211,-1016.1137366721728
commonsense_test_000229,232.49168870750918
commonsense_test_000270,1544.9962487347525
commonsense_test_000291,1251.9145968981616
commonsense_test_000321,839.3853856264709
commonsense_test_000322,345.05003490214585
commonsense_test_000325,319.712116277115
commonsense_test_000351,212.0684960128092
commonsense_test_000463,75.69757330586071
commonsense_test_000486,602.5405727715661
commonsense_test_000534,1322.290443027634
commonsense_test_000573,-395.1803492499648
commonsense_test_000642,916.3872067306074
commonsense_test_000720,293.12670643256706
commonsense_test_000721,874.0882037709612
commonsense_test_000744,328.4899398947887
commonsense_test_000803,1833.146587187819
commonsense_test_000864,351.8081546573685
commonsense_test_000869,1514.5919328774416
commonsense_test_000889,888.8652530511408
commonsense_test_000965,-746.6057542244462
commonsense_test_001032,1731.581258335635
commonsense_test_001221,-783.4234150667589
commonsense_test_001222,737.0406284289529
commonsense_test_001293,113.77547023910029
commonsense_test_001344,-444.4209666743093
commonsense_test_001402,941.6768083402349
commonsense_test_001417,633.0196043852911
commonsense_test_001426,206.78229906615434
commonsense_test_001483,327.1622596564712
commonsense_test_001498,-566.0305889664355
commonsense_test_001511,590.8828604478986
commonsense_test_001644,1067.2208569986951
commonsense_test_001650,146.583172431795
commonsense_test_001702,-183.60904719543146
commonsense_test_001813,575.9938406650663
commonsense_test_001878,1271.7904562894983
commonsense_test_002008,948.1193262566194
commonsense_test_002090,439.7778292985422
commonsense_test_002119,361.1060077952752
commonsense_test_002179,842.0647952139338
commonsense_test_002210,262.8275023429487
commonsense_test_002266,536.5350031524531
commonsense_test_002299,44.36374471157342
commonsense_test_002338,21.24890327740559
commonsense_test_002405,460.2776995800855
commonsense_test_002430,694.85480914661
commonsense_test_002506,988.9799351145848
commonsense_test_002512,435.9132584366671
commonsense_test_002567,511.7196739752271
commonsense_test_002583,328.59126396125976
commonsense_test_002727,962.3301395265744
commonsense_test_002784,-653.0796177822251
commonsense_test_002867,-230.6459454851888
commonsense_test_002966,473.70079595700736
commonsense_test_002969,-548.5013893696155
commonsense_test_002972,78.61976852580028
commonsense_test_002988,95.53226733247175
commonsense_test_003024,-253.92073364477847
commonsense_test_003083,311.13095726441134
commonsense_test_003137,489.13909737879385
commonsense_test_003190,192.15769257426746
commonsense_test_003273,87.76718765637406
commonsense_test_003315,1451.1239247064373
commonsense_test_003318,724.1724237057297
commonsense_test_003362,713.7030378867303
commonsense_test_003437,0.5215222437891498
commonsense_test_003535,1099.299355494355
commonsense_test_003563,-138.66949969568873
commonsense_test_003589,604.1628512778489
commonsense_test_003590,187.35792550684437
commonsense_test_003599,662.2426481466246
commonsense_test_003614,-77.08892871789112
commonsense_test_003672,-734.7335525352817
commonsense_test_003758,-645.0199888183565
commonsense_test_003813,854.5179390638509
deontology_test_000026,855.3713277215202
deontology_test_000032,-771.6593716094717
deontology_test_000033,-747.5220819116194
deontology_test_000070,89.17856039064418
deontology_test_000093,107.79089089656964
deontology_test_000120,1229.1427699971173
deontology_test_000134,-1333.2983926126303
deontology_test_000149,-571.0621628020181
deontology_test_000315,-1159.7859067105724
deontology_test_000387,-1631.157131264109
deontology_test_000501,-417.71958261155964
deontology_test_000621,-727.4086195121884
deontology_test_000644,-848.0198086787736
deontology_test_000650,-1322.103112517639
deontology_test_000693,-2167.1449024638277
deontology_test_000794,-1099.2284866101443
deontology_test_000810,-496.4456374645563
deontology_test_000817,1.8108505018581127
deontology_test_000912,-105.58746840451613
deontology_test_000929,-673.1525689656914
deontology_test_000990,-310.6544332197989
deontology_test_001018,-9.64095512149106
deontology_test_001123,-1036.494793916897
deontology_test_001164,-911.2763559513871
deontology_test_001187,-1450.3876335218413
deontology_test_001221,-528.6794007628391
deontology_test_001228,-407.6966198670393
deontology_test_001255,-795.542256041758
deontology_test_001391,121.27260535347432
deontology_test_001513,-295.8203152978108
deontology_test_001584,-800.3990813807418
deontology_test_001702,-908.0738469251517
deontology_test_001725,49.67600530331583
deontology_test_001728,-426.3140496086073
deontology_test_001746,-2752.960228244311
deontology_test_001788,916.8214348216452
deontology_test_001822,-1096.4409534837607
deontology_test_001839,-1593.516140763732
deontology_test_001937,919.0336264102998
deontology_test_001949,-398.8938792503959
deontology_test_001957,-1731.8906176032945
deontology_test_002037,14.156749768392274
deontology_test_002044,-701.1795300608342
deontology_test_002157,719.2563894324012
deontology_test_002184,150.75522897401606
deontology_test_002228,-1207.4702390026573
deontology_test_002315,1079.5050309153312
deontology_test_002389,-1412.7807366797992
deontology_test_002575,10.36374611195015
deontology_test_002787,-37.74102053798924
deontology_test_002791,263.7132710341207
deontology_test_002813,-695.9064265176705
deontology_test_002861,-293.1158275412147
deontology_test_002889,-1318.5261915764681
deontology_test_002921,-814.3223938661893
deontology_test_003027,-995.1273233285983
deontology_test_003044,-977.4780968257814
deontology_test_003069,-418.48311108276926
deontology_test_003126,183.95953621495028
deontology_test_003188,-390.3861973896369
deontology_test_003246,88.59640940916415
deontology_test_003264,24.539867301978575
deontology_test_003285,-0.5789473498034567
deontology_test_003286,-469.4323903012855
deontology_test_003359,-816.196823621769
deontology_test_003364,-1433.2938525011566
deontology_test_003365,-859.1472585089507
deontology_test_003382,-194.81415543551248
deontology_test_003396,-363.0399389737902
deontology_test_003410,-486.5432924448371
deontology_test_003530,-443.23477358745845
deontology_test_003533,-568.602288910552
deontology_test_003546,125.62028507749983
deontology_test_003584,-1453.4422256804737
justice_test_000073,-175.93352749797145
justice_test_000080,477.6444626061093
justice_test_000233,-64.49855761064873
justice_test_000270,-276.55532633759503
justice_test_000291,1067.4822393685035
justice_test_000321,359.1805599846002
justice_test_000365,-566.8735485292086
justice_test_000439,1372.7072628437372
justice_test_000460,1037.585533963715
justice_test_000507,176.93365484129617
justice_test_000581,-396.8933834958889
justice_test_000677,142.7721258986685
justice_test_000741,985.6819411153974
justice_test_000755,-451.7860171554664
justice_test_000785,-292.3333361336811
justice_test_000798,-994.2761571515989
justice_test_000821,37.14156481879945
justice_test_000942,-284.0845369496519
justice_test_001080,210.09800805325085
justice_test_001134,-704.125267840267
justice_test_001159,202.049002781755
justice_test_001247,-96.46261094693091
justice_test_001270,1562.0841662518383
justice_test_001281,-92.71144731437016
justice_test_001292,-19.75730013084467
justice_test_001293,47.691351601954466
justice_test_001381,-321.7887846580011
justice_test_001422,-159.46036263710107
justice_test_001502,459.12391548522373
justice_test_001539,241.51245058806717
justice_test_001688,731.8232110873705
justice_test_001724,-256.06475474291506
justice_test_001743,-64.60960587334966
justice_test_001790,573.7691907309627
justice_test_001886,92.8788191321446
justice_test_002039,-411.93402691604024
justice_test_002059,-374.61592063403214
justice_test_002142,-123.84077410993314
justice_test_002189,989.209484714494
justice_test_002196,783.2808617503188
justice_test_002270,-849.5436821913659
justice_test_002286,284.4109712648042
justice_test_002293,1306.7765254928645
justice_test_002296,1492.5374736088488
justice_test_002313,-1530.2445252935208
justice_test_002390,-686.229152072051
justice_test_002418,822.4223731468746
justice_test_002448,151.95241208198468
justice_test_002451,116.80915322655756
justice_test_002465,518.540773901374
justice_test_002503,-459.76135993692924
justice_test_002524,462.1071204430118
justice_test_002647,259.2062192759904
