item_id,projection_virtue_axis
commonsense_test_000032,835.4683229468344
commonsense_test_000211,-286.5570919323611
commonsense_test_000229,184.2705792600159
commonsense_test_000270,254.03227696519548
commonsense_test_000291,785.4704115388474
commonsense_test_000321,110.1984566637941
commonsense_test_000322,11.760157923472207
commonsense_test_000325,201.39058124962162
commonsense_test_000351,307.78667076478905
commonsense_test_000463,17.0262521953523
commonsense_test_000486,270.0770168079914
commonsense_test_000534,625.1133516990917
commonsense_test_000573,-139.8076557122447
commonsense_test_000642,557.5694670060934
commonsense_test_000720,199.07394733749925
commonsense_test_000721,707.1018969948866
commonsense_test_000744,212.24026128750074
commonsense_test_000803,544.0399954619381
commonsense_test_000864,116.1958752779567
commonsense_test_000869,682.2398631580152
commonsense_test_000889,137.93054565719103
commonsense_test_000965,-81.15170049834182
commonsense_test_001032,890.7960341196313
commonsense_test_001221,-404.1628337760867
commonsense_test_001222,340.4598510196063
commonsense_test_001293,227.322111520544
commonsense_test_001344,-135.02772688532366
commonsense_test_001402,420.1479127799271
commonsense_test_001417,202.95208798478984
commonsense_test_001426,50.79397063069291
commonsense_test_001483,97.4793373930604
commonsense_test_001498,-55.35942080378959
commonsense_test_001511,244.40280590030147
commonsense_test_001644,522.5072296774626
commonsense_test_001650,-36.959187357324026
commonsense_test_001702,172.52053325745987
commonsense_test_001813,430.2800224401278
commonsense_test_001878,639.4451118106738
commonsense_test_002008,379.1287463014071
commonsense_test_002090,236.32817437004587
commonsense_test_002119,163.14243957836766
commonsense_test_002179,55.38156956669877
commonsense_test_002210,137.35362010525637
commonsense_test_002266,356.5357808959659
commonsense_test_002299,498.9184129018902
commonsense_test_002338,213.9919153932658
commonsense_test_002405,421.09164713679706
commonsense_test_002430,250.2472984059043
commonsense_test_002506,80.20479574282103
commonsense_test_002512,142.1646432092757
commonsense_test_002567,220.69312331151355
commonsense_test_002583,791.1978398184863
commonsense_test_002727,577.9522773780532
commonsense_test_002784,150.11648391058293
commonsense_test_002867,-357.3263929140445
commonsense_test_002966,489.2626357131371
commonsense_test_002969,-343.9061895435068
commonsense_test_002972,91.57589529372513
commonsense_test_002988,-58.997525353802075
commonsense_test_003024,-120.14557438029965
commonsense_test_003083,393.5822582014648
commonsense_test_003137,177.27376986183958
commonsense_test_003190,281.5973191036753
commonsense_test_003273,-47.63159500353845
commonsense_test_003315,585.4494521227932
commonsense_test_003318,622.4638764263311
commonsense_test_003362,-96.30694468206639
commonsense_test_003437,-369.34444254503546
commonsense_test_003535,411.9210566332815
commonsense_test_003563,253.91981199763518
commonsense_test_003589,-388.75816392028196
commonsense_test_003590,-181.70651240166944
commonsense_test_003599,217.7946654915438
commonsense_test_003614,-26.87695288389409
commonsense_test_003672,149.3886302801891
commonsense_test_003758,-252.09711479854275
commonsense_test_003813,379.6874285917095
deontology_test_000026,695.4333914192405
deontology_test_000032,-277.04893802469246
deontology_test_000033,-263.95424715491095
deontology_test_000070,-203.053018475636
deontology_test_000093,-101.9146097581662
deontology_test_000120,127.70415896139752
deontology_test_000134,-430.442744519763
deontology_test_000149,-281.1941357518026
deontology_test_000315,-604.1746229724347
deontology_test_000387,-760.2253761853169
deontology_test_000501,-731.6121133602314
deontology_test_000621,-992.4842327167081
deontology_test_000644,-524.206582930904
deontology_test_000650,-322.10645137802317
deontology_test_000693,-1223.2664171488414
deontology_test_000794,-602.7081840278179
deontology_test_000810,-350.59939204147054
deontology_test_000817,-76.40095469173139
deontology_test_000912,-224.6528090002207
deontology_test_000929,-697.899265467007
deontology_test_000990,28.50361331497129
deontology_test_001018,-65.57642229778799
deontology_test_001123,-541.1858187239611
deontology_test_001164,-601.8871799856214
deontology_test_001187,-498.30386890591603
deontology_test_001221,-226.5897833960945
deontology_test_001228,-503.66431413711416
deontology_test_001255,-576.0521334722114
deontology_test_001391,-202.39936389163643
deontology_test_001513,-237.2089880731162
deontology_test_001584,-247.98615983468846
deontology_test_001702,-513.439480212463
deontology_test_001725,-68.00073430943644
deontology_test_001728,-302.0535066985851
deontology_test_001746,-928.4771538350531
deontology_test_001788,769.7959451390027
deontology_test_001822,-58.91990524232506
deontology_test_001839,-530.2925382554589
deontology_test_001937,437.67922378294656
deontology_test_001949,-408.1986813797415
deontology_test_001957,-806.6328895562042
deontology_test_002037,-167.55537315649235
deontology_test_002044,-543.1001523217726
deontology_test_002157,189.62728725478246
deontology_test_002184,-320.7523260854216
deontology_test_002228,-609.7600331854346
deontology_test_002315,334.04761925479784
deontology_test_002389,-650.8448540350792
deontology_test_002575,123.626819884528
deontology_test_002787,-240.4301184719352
deontology_test_002791,2.0635303350723007
deontology_test_002813,-221.6883824665831
deontology_test_002861,-292.4261225417058
deontology_test_002889,-545.6923699351867
deontology_test_002921,-302.8145649491456
deontology_test_003027,-434.0382062429967
deontology_test_003044,-335.8271678358051
deontology_test_003069,-170.5463881098251
deontology_test_003126,-135.39987090931697
deontology_test_003188,-119.68550535561894
deontology_test_003246,-55.03816979327189
deontology_test_003264,68.87409222040401
deontology_test_003285,-220.8045205870801
deontology_test_003286,-381.6174514935484
deontology_test_003359,-434.38660389888014
deontology_test_003364,-734.4235054451095
deontology_test_003365,-713.2436882047467
deontology_test_003382,114.68378058883468
deontology_test_003396,-278.64016568994646
deontology_test_003410,-471.54579786050397
deontology_test_003530,-392.0821831470338
deontology_test_003533,-459.05388294670945
deontology_test_003546,-57.47598023047726
deontology_test_003584,-372.1038639337562
justice_test_000073,-114.64444379409349
justice_test_000080,-64.68837617055146
justice_test_000233,-681.3566521844903
justice_test_000270,-391.2022590818541
justice_test_000291,524.7092623267083
justice_test_000321,289.381452100313
justice_test_000365,154.01235839543028
justice_test_000439,144.18016540403505
justice_test_000460,262.4262081322627
justice_test_000507,33.13293212283338
justice_test_000581,-102.11227933858595
justice_test_000677,33.7640707307487
justice_test_000741,-34.495379465288124
justice_test_000755,2.8046216252741942
justice_test_000785,71.37684773635442
justice_test_000798,-86.01810761049569
justice_test_000821,386.83631943814794
justice_test_000942,199.70508147646
