repeat,layer,effective_dimensionality,pc1_variance,mean_abs_off_diag_corr,reliability_g1,reliability_g3,method
0,32,3.987714643291837,0.2730966643366174,0.028950331610236368,0.0008643400804346202,0.0008643400804346202,fallback_permuted_projections
1,32,3.9809353042114566,0.2769278122515851,0.03499348697038968,0.0009865378676136662,0.0009865378676136662,fallback_permuted_projections
2,32,3.9870838317352333,0.2672315029803915,0.026857247853144552,0.001455975147542362,0.001455975147542362,fallback_permuted_projections
3,32,3.9910162948295773,0.2686898904572917,0.021201932511543953,0.000489168459735006,0.000489168459735006,fallback_permuted_projections
4,32,3.969221293232986,0.2807773961426222,0.04453672701835174,0.005416120125878556,0.005416120125878556,fallback_permuted_projections
5,32,3.9770663388860172,0.27482189009460856,0.03944836278780673,0.0012551946884150878,0.0012551946884150878,fallback_permuted_projections
6,32,3.993359219459384,0.26358112097622266,0.016444513758012782,0.00046853062090618377,0.00046853062090618377,fallback_permuted_projections
7,32,3.983099368935764,0.2738511707085951,0.029660875405126005,0.0027280568179610717,0.0027280568179610717,fallback_permuted_projections
8,32,3.9882004922508134,0.26853622416921497,0.0251212202333177,0.001233855029595902,0.001233855029595902,fallback_permuted_projections
9,32,3.9932502867618362,0.26530345967304214,0.02127983158464959,0.0014576387752572957,0.0014576387752572957,fallback_permuted_projections
10,32,3.983161167878981,0.2680079493783871,0.02878927493312698,0.0020020816733038343,0.0020020816733038343,fallback_permuted_projections
11,32,3.9874904086963063,0.27023319717403516,0.02535281638678569,0.0007068512630005909,0.0007068512630005909,fallback_permuted_projections
12,32,3.9857988242664137,0.2717318069234264,0.027498877028262952,0.0003033563163798528,0.0003033563163798528,fallback_permuted_projections
13,32,3.9906162351708967,0.2632998380184112,0.022575766853876123,0.0020861948207234293,0.0020861948207234293,fallback_permuted_projections
14,32,3.98904173765533,0.263638581001499,0.025747284407383903,0.0006841096756086462,0.0006841096756086462,fallback_permuted_projections
15,32,3.9894805694276023,0.2632945213861366,0.026221071131020263,0.004796623052508781,0.004796623052508781,fallback_permuted_projections
16,32,3.982312461318919,0.27027893700753786,0.03127179301214014,0.0009510475355875814,0.0009510475355875814,fallback_permuted_projections
17,32,3.986516970408368,0.27057659866784967,0.023530802841132875,0.0027689030514364108,0.0027689030514364108,fallback_permuted_projections
18,32,3.9889170109327874,0.2715098710704346,0.027570023368621698,0.0012064409449045656,0.0012064409449045656,fallback_permuted_projections
19,32,3.9879858815119342,0.2609794111341507,0.03093784309594123,0.0003758035203738883,0.0003758035203738883,fallback_permuted_projections
20,32,3.9911516286113407,0.2633499798238735,0.023723324449337894,0.0005796489087272229,0.0005796489087272229,fallback_permuted_projections
21,32,3.970110645210788,0.27465585151680844,0.04425542127476307,0.0031223827039975416,0.0031223827039975416,fallback_permuted_projections
22,32,3.9784133822201495,0.27070724397941975,0.03536202205044977,0.0003003060580922637,0.0003003060580922637,fallback_permuted_projections
23,32,3.9821928647700933,0.271443525302345,0.029208409957779142,0.0011582827328646547,0.0011582827328646547,fallback_permuted_projections
24,32,3.987908048444843,0.2706553038222783,0.024226232350028156,0.0011045713252584952,0.0011045713252584952,fallback_permuted_projections
25,32,3.9872616738761075,0.27128967867945863,0.028029301466078557,0.007602942314702668,0.007602942314702668,fallback_permuted_projections
26,32,3.986912349732483,0.27122871198177556,0.024889345766137216,0.0005744179835773575,0.0005744179835773575,fallback_permuted_projections
27,32,3.9858755495105402,0.27125983234929746,0.027612623586040965,0.0012243860726197334,0.0012243860726197334,fallback_permuted_projections
28,32,3.9935942534141007,0.2642937002497476,0.01981291154255832,0.00176866715987572,0.00176866715987572,fallback_permuted_projections
29,32,3.9924704585039557,0.2653891595869019,0.020751948735993404,0.0005663587939938166,0.0005663587939938166,fallback_permuted_projections
30,32,3.9978585075818125,0.2592292161502734,0.011376475889192874,0.00040835057438125727,0.00040835057438125727,fallback_permuted_projections
31,32,3.98350718646657,0.2723409043277985,0.02658764417307896,2.6496119083231047e-05,2.6496119083231047e-05,fallback_permuted_projections
32,32,3.9845498391976015,0.2694538251750999,0.03283509824407383,0.0012860199296363362,0.0012860199296363362,fallback_permuted_projections
33,32,3.976122599617246,0.27111825158202385,0.040061438194729675,0.0024901098950847584,0.0024901098950847584,fallback_permuted_projections
34,32,3.9921424136377497,0.26257061327246994,0.022153874217307565,0.0006927245200080974,0.0006927245200080974,fallback_permuted_projections
35,32,3.9939068444599175,0.26075092520571724,0.018937179221577317,0.0010396345640349713,0.0010396345640349713,fallback_permuted_projections
36,32,3.9939817818898327,0.26554749152826945,0.01847832388574163,0.00018361277519630696,0.00018361277519630696,fallback_permuted_projections
37,32,3.9800438339869935,0.27492800699475917,0.029608746909229516,0.0012629699682897427,0.0012629699682897427,fallback_permuted_projections
38,32,3.9683787447045096,0.2768745291428374,0.047060229630700286,0.0030154754062154654,0.0030154754062154654,fallback_permuted_projections
39,32,3.980759742840628,0.2725050983644748,0.03196253282934323,0.0030107875487580932,0.0030107875487580932,fallback_permuted_projections
40,32,3.9931418248853046,0.2639653358189,0.01839315838399529,0.0001421418442588511,0.0001421418442588511,fallback_permuted_projections
41,32,3.984725781626948,0.27221472255165347,0.0298351005579459,0.001877474789051068,0.001877474789051068,fallback_permuted_projections
42,32,3.992997983588908,0.2649577109345819,0.02019605645560504,0.002299693189821898,0.002299693189821898,fallback_permuted_projections
43,32,3.991954527858231,0.26556981768240273,0.01707664916735411,0.0010317987860464545,0.0010317987860464545,fallback_permuted_projections
44,32,3.984698136672376,0.2701318502103079,0.031744560028614754,0.0019031065615433868,0.0019031065615433868,fallback_permuted_projections
45,32,3.986015894421204,0.2743036504180582,0.028733351337155846,0.0008327580765673454,0.0008327580765673454,fallback_permuted_projections
46,32,3.9840935669217266,0.2724448485416984,0.029214640391340516,0.00014959940230517847,0.00014959940230517847,fallback_permuted_projections
47,32,3.986771569467625,0.26833115959684656,0.027752200423942105,0.002160249748873912,0.002160249748873912,fallback_permuted_projections
48,32,3.9945216517410813,0.2621178503099281,0.018055349018171542,0.00033223967879348487,0.00033223967879348487,fallback_permuted_projections
49,32,3.9973453381369692,0.25723179523074025,0.01058828103383818,0.000353430192158505,0.000353430192158505,fallback_permuted_projections
50,32,3.983373407095624,0.2749763519129164,0.03291915519081518,0.0007945743732192087,0.0007945743732192087,fallback_permuted_projections
51,32,3.980840514408062,0.27373409093108664,0.038042479103715485,0.00013240888282794512,0.00013240888282794512,fallback_permuted_projections
52,32,3.985573643335006,0.27082367686849756,0.03383339552724782,0.0014140555657910264,0.0014140555657910264,fallback_permuted_projections
53,32,3.9843288437563724,0.2702011293421843,0.03018139283521776,0.001963140783413655,0.001963140783413655,fallback_permuted_projections
54,32,3.9800213992158295,0.275865513139709,0.030759486092069396,0.0027173554182341954,0.0027173554182341954,fallback_permuted_projections
55,32,3.9922739695530933,0.2620798969386523,0.021989439951808274,0.0014484267824007987,0.0014484267824007987,fallback_permuted_projections
56,32,3.9854865842485205,0.26715439823779585,0.028463347103462988,0.00011045815318304407,0.00011045815318304407,fallback_permuted_projections
57,32,3.988664368361778,0.26661280366497947,0.027119451403943368,0.005408801954229272,0.005408801954229272,fallback_permuted_projections
58,32,3.9852836566340537,0.27256483314694274,0.02910834019476796,0.0022325826621365716,0.0022325826621365716,fallback_permuted_projections
59,32,3.990016458484304,0.2696405437831455,0.023272150659969234,0.0009815272394033956,0.0009815272394033956,fallback_permuted_projections
60,32,3.985736157959967,0.266007863534268,0.03007263672212022,0.0005884177689467884,0.0005884177689467884,fallback_permuted_projections
61,32,3.973756071740618,0.28115348467639584,0.03964684112046922,0.003927054379685461,0.003927054379685461,fallback_permuted_projections
62,32,3.988046607609104,0.26494671383079094,0.026749478302763974,0.001011841021772441,0.001011841021772441,fallback_permuted_projections
63,32,3.9887350397055763,0.265557341344973,0.025005477852368563,0.0023881446750433043,0.0023881446750433043,fallback_permuted_projections
64,32,3.9770412377768336,0.27296556785350023,0.032357649445486,0.00012748284698607448,0.00012748284698607448,fallback_permuted_projections
65,32,3.983510514763913,0.2704025619643482,0.028855763632883235,0.0014843469665560276,0.0014843469665560276,fallback_permuted_projections
66,32,3.9893866514676355,0.26555087231544294,0.024990252711745875,0.0004952356580707865,0.0004952356580707865,fallback_permuted_projections
67,32,3.9976566788340984,0.25855331850382346,0.011114519641561205,0.0041112023974998095,0.0041112023974998095,fallback_permuted_projections
68,32,3.986304693430476,0.2703266532696596,0.027637226519937736,0.0002608637609929817,0.0002608637609929817,fallback_permuted_projections
69,32,3.9911232941767647,0.2675141251612476,0.026086455375456504,0.0003498177120503781,0.0003498177120503781,fallback_permuted_projections
70,32,3.976443445255617,0.2707920620894479,0.040237017851089456,0.00028637670006036745,0.00028637670006036745,fallback_permuted_projections
71,32,3.984953956266284,0.26713991430327755,0.026603346546086263,0.0012601062385493526,0.0012601062385493526,fallback_permuted_projections
72,32,3.9899365764020236,0.26682746900152504,0.022674691306103795,0.001874282413232579,0.001874282413232579,fallback_permuted_projections
73,32,3.968465565770094,0.2844355300215732,0.04184432789479356,0.00027593639777922634,0.00027593639777922634,fallback_permuted_projections
74,32,3.989591637884829,0.2668410487352219,0.02653476803328732,0.002884705496587937,0.002884705496587937,fallback_permuted_projections
75,32,3.9878243904258697,0.26809601882589484,0.02777491675428394,0.00044082987108615335,0.00044082987108615335,fallback_permuted_projections
76,32,3.992519391099739,0.2638131081651028,0.02209257852410196,0.00014996696906594302,0.00014996696906594302,fallback_permuted_projections
77,32,3.989481025796143,0.2705917492650241,0.02491800375297834,0.001443062593784269,0.001443062593784269,fallback_permuted_projections
78,32,3.986097444014133,0.2667748163626099,0.029359236865067483,0.00018529658511984512,0.00018529658511984512,fallback_permuted_projections
79,32,3.99632752841839,0.25869133069859107,0.016673446037912997,0.0030508984120127267,0.0030508984120127267,fallback_permuted_projections
80,32,3.98417381467383,0.27341013107106305,0.02461943127079823,0.0006996530844924153,0.0006996530844924153,fallback_permuted_projections
81,32,3.9925359390256325,0.2641745150162633,0.02253423620292608,0.0017145977752802063,0.0017145977752802063,fallback_permuted_projections
82,32,3.974281295457749,0.2759817029731259,0.040378546162882674,0.002223565884771176,0.002223565884771176,fallback_permuted_projections
83,32,3.961234120506053,0.286943901201342,0.04968086031274308,0.0008246686714882343,0.0008246686714882343,fallback_permuted_projections
84,32,3.9931840775384426,0.260143621739953,0.0210530888857994,0.002454210298063502,0.002454210298063502,fallback_permuted_projections
85,32,3.9571658462101076,0.28650739048040014,0.04087722581065714,0.0012081331598156996,0.0012081331598156996,fallback_permuted_projections
86,32,3.9743490967390165,0.2742213039563117,0.04051787528022661,0.0009249257663761348,0.0009249257663761348,fallback_permuted_projections
87,32,3.9879655304826134,0.26824909442642464,0.03112513455568479,0.002288668640906437,0.002288668640906437,fallback_permuted_projections
88,32,3.9634799522604913,0.28584414581261014,0.04635875121905637,0.001701836725868827,0.001701836725868827,fallback_permuted_projections
89,32,3.9695062547165882,0.2812712787366033,0.04188189779791101,0.0005154869965422223,0.0005154869965422223,fallback_permuted_projections
90,32,3.9945181927464586,0.262606123437991,0.015425516447763535,0.0016071675741820431,0.0016071675741820431,fallback_permuted_projections
91,32,3.9925590074192927,0.26503575826242576,0.017203566742473243,0.0015408044934802966,0.0015408044934802966,fallback_permuted_projections
92,32,3.987489255985815,0.2665593644051799,0.028246800490432905,0.0009372226700171537,0.0009372226700171537,fallback_permuted_projections
93,32,3.993381250468316,0.2636886009516809,0.01710935157156324,0.0010101319107733756,0.0010101319107733756,fallback_permuted_projections
94,32,3.9827527740705366,0.2685536432564826,0.03236852315770985,0.0019266208845163393,0.0019266208845163393,fallback_permuted_projections
95,32,3.9651788204259772,0.282362220474421,0.04282308245708441,6.660442045985964e-05,6.660442045985964e-05,fallback_permuted_projections
96,32,3.9758078056217205,0.27307176155271984,0.03702315073452869,0.0013138627990206104,0.0013138627990206104,fallback_permuted_projections
97,32,3.988976084801744,0.26584636944256723,0.025421304007184776,0.00113160587395148,0.00113160587395148,fallback_permuted_projections
98,32,3.989366678295636,0.2633535133735909,0.0228498164945402,0.0005255882626228665,0.0005255882626228665,fallback_permuted_projections
99,32,3.9669942834800853,0.2835579758366055,0.04313594777593372,0.0007587993444277745,0.0007587993444277745,fallback_permuted_projections
0,40,3.9910904402673637,0.26666694845710437,0.02430863066722529,0.0036368526007409183,0.0036368526007409183,fallback_permuted_projections
1,40,3.995741305483041,0.2591901366447148,0.016422830062689617,0.0015176292436990721,0.0015176292436990721,fallback_permuted_projections
2,40,3.986458143908099,0.2675380954484046,0.026974542905321527,0.0019793991071878018,0.0019793991071878018,fallback_permuted_projections
3,40,3.983763301022495,0.27099259931991254,0.03627873466915584,0.0026115882886423407,0.0026115882886423407,fallback_permuted_projections
4,40,3.988769040734979,0.2701831456136312,0.022960804760135744,0.000407680205563603,0.000407680205563603,fallback_permuted_projections
5,40,3.9862135283968563,0.2677501259853334,0.030089692769177362,0.0024574357918028095,0.0024574357918028095,fallback_permuted_projections
6,40,3.989578567049016,0.2698871674399471,0.024960998471162583,0.001196191179379664,0.001196191179379664,fallback_permuted_projections
7,40,3.9980768077099293,0.25744146662905476,0.00812268800486296,0.0018356538693454715,0.0018356538693454715,fallback_permuted_projections
8,40,3.997519088760637,0.2576752657714095,0.012303761394333102,0.000786550140408705,0.000786550140408705,fallback_permuted_projections
9,40,3.9904049875076364,0.2640599980899975,0.02385046328178489,0.00044357447987954985,0.00044357447987954985,fallback_permuted_projections
10,40,3.960795622477096,0.2851821296929531,0.05506343143411255,0.003320334856591598,0.003320334856591598,fallback_permuted_projections
11,40,3.9784073621473452,0.2778694208880104,0.03372875920538675,0.003508938544561712,0.003508938544561712,fallback_permuted_projections
12,40,3.9964309584970388,0.25839607865429703,0.014639180092507484,0.0013716551686655976,0.0013716551686655976,fallback_permuted_projections
13,40,3.9761754189378666,0.27988601067818636,0.03965732788965403,0.0011059255160012428,0.0011059255160012428,fallback_permuted_projections
14,40,3.9904659102043802,0.269876030572386,0.024730173294304963,0.0002572228528525035,0.0002572228528525035,fallback_permuted_projections
15,40,3.9902421916987674,0.26846110480791213,0.02423710042602904,0.002366407275724586,0.002366407275724586,fallback_permuted_projections
16,40,3.9844011837647155,0.2688080137348124,0.03205683093128769,0.0025393350967105157,0.0025393350967105157,fallback_permuted_projections
17,40,3.9713511823876457,0.2803041752277872,0.043578372376451624,0.0013977996246114343,0.0013977996246114343,fallback_permuted_projections
18,40,3.983491197343105,0.2743042283764417,0.03190715500948018,0.0007443503196242518,0.0007443503196242518,fallback_permuted_projections
19,40,3.9806283770623363,0.2739060122412252,0.034981786730342676,0.0013508651519845787,0.0013508651519845787,fallback_permuted_projections
20,40,3.9841929836163557,0.2700685715657377,0.02727444532501176,0.0027973408481727718,0.0027973408481727718,fallback_permuted_projections
21,40,3.9623140023022043,0.288508960054766,0.04866137662252724,0.0011496131383549589,0.0011496131383549589,fallback_permuted_projections
