item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
synthetic_compassion_001_upheld,compassion,synthetic,1.588337,0.548762,0.435893,-0.020408
synthetic_compassion_001_violated,compassion,synthetic,-0.047916,0.563828,-0.134068,-0.025653
synthetic_compassion_002_upheld,compassion,synthetic,-0.131328,-0.245482,-0.412342,0.242812
synthetic_compassion_002_violated,compassion,synthetic,-2.629688,1.019016,0.135782,0.061824
synthetic_compassion_003_upheld,compassion,synthetic,1.199052,-1.922885,2.015026,0.227916
synthetic_compassion_003_violated,compassion,synthetic,-2.443364,-0.973632,0.201425,-0.065381
synthetic_compassion_004_upheld,compassion,synthetic,-0.395202,0.349785,0.196235,0.254469
synthetic_compassion_004_violated,compassion,synthetic,-0.293555,0.107600,-0.090239,0.016462
synthetic_compassion_005_upheld,compassion,synthetic,2.215532,-0.967058,0.550392,0.337066
synthetic_compassion_005_violated,compassion,synthetic,1.191100,-3.098218,0.622486,-0.024927
synthetic_compassion_006_upheld,compassion,synthetic,1.700354,0.770862,0.805744,-0.038048
synthetic_compassion_006_violated,compassion,synthetic,2.634264,-2.440240,-0.199606,0.128924
synthetic_compassion_007_upheld,compassion,synthetic,-2.776230,1.366490,1.453589,-0.007784
synthetic_compassion_007_violated,compassion,synthetic,-1.068298,-0.266048,0.231808,-0.023229
synthetic_compassion_008_upheld,compassion,synthetic,-0.092353,0.339383,0.059626,0.221304
synthetic_compassion_008_violated,compassion,synthetic,-0.414504,-0.504706,-0.069042,-0.014284
synthetic_compassion_009_upheld,compassion,synthetic,0.049644,-0.607163,0.545343,0.193780
synthetic_compassion_009_violated,compassion,synthetic,-1.016829,-1.351639,0.323375,0.032669
synthetic_compassion_010_upheld,compassion,synthetic,1.022068,-0.031399,0.124691,0.249881
synthetic_compassion_010_violated,compassion,synthetic,-0.617347,-0.055773,-0.266985,-0.056641
synthetic_compassion_011_upheld,compassion,synthetic,0.836390,0.202920,0.223915,0.231457
synthetic_compassion_011_violated,compassion,synthetic,-0.599103,-0.380569,0.565509,-0.026124
synthetic_compassion_012_upheld,compassion,synthetic,-0.815670,0.627288,-0.587911,0.188746
synthetic_compassion_012_violated,compassion,synthetic,-0.848136,-0.731172,0.204749,0.021691
synthetic_compassion_013_upheld,compassion,synthetic,0.413914,-0.219209,-0.006625,0.150249
