item_id,primary_trait,source_split,PC1,PC2,PC3,PC4
synthetic_compassion_001_upheld,compassion,synthetic,2.636367,-0.176913,-0.133903,0.020766
synthetic_compassion_001_violated,compassion,synthetic,-0.875601,-0.464452,0.492300,0.025584
synthetic_compassion_002_upheld,compassion,synthetic,-1.057485,-0.581079,-0.277402,-0.237966
synthetic_compassion_002_violated,compassion,synthetic,-3.824328,-0.229243,-0.016289,0.156600
synthetic_compassion_003_upheld,compassion,synthetic,1.856874,0.418183,-0.793037,0.307490
synthetic_compassion_003_violated,compassion,synthetic,-3.802079,0.631824,0.267017,0.061812
synthetic_compassion_004_upheld,compassion,synthetic,-0.035466,-0.527283,-0.405141,0.069044
synthetic_compassion_004_violated,compassion,synthetic,-2.567086,-0.599428,0.205063,0.047517
synthetic_compassion_005_upheld,compassion,synthetic,1.743190,-0.751228,-0.768439,0.082507
synthetic_compassion_005_violated,compassion,synthetic,1.252472,0.942749,-0.154812,-0.016214
synthetic_compassion_006_upheld,compassion,synthetic,1.796678,-0.101329,-0.426730,0.176669
synthetic_compassion_006_violated,compassion,synthetic,2.756644,0.097417,0.152631,-0.142484
synthetic_compassion_007_upheld,compassion,synthetic,-0.500320,0.359928,-0.488870,0.391364
synthetic_compassion_007_violated,compassion,synthetic,-2.840886,0.348315,0.063598,-0.052901
synthetic_compassion_008_upheld,compassion,synthetic,0.155049,-0.552913,-0.351476,-0.152699
synthetic_compassion_008_violated,compassion,synthetic,-0.642607,-0.134744,0.222513,-0.003553
synthetic_compassion_009_upheld,compassion,synthetic,-0.369702,-0.132954,-0.543130,0.017329
synthetic_compassion_009_violated,compassion,synthetic,-0.307576,0.332358,0.121275,0.037122
synthetic_compassion_010_upheld,compassion,synthetic,3.410710,-0.603952,-0.353472,-0.035755
synthetic_compassion_010_violated,compassion,synthetic,-0.949882,-0.278305,0.451425,0.007449
synthetic_compassion_011_upheld,compassion,synthetic,0.413019,-0.699761,-0.309739,-0.024833
synthetic_compassion_011_violated,compassion,synthetic,-2.404574,0.043895,0.126471,0.096655
synthetic_compassion_012_upheld,compassion,synthetic,0.918862,-0.372360,-0.215400,-0.187187
synthetic_compassion_012_violated,compassion,synthetic,-2.161809,0.165955,0.130190,0.041307
synthetic_compassion_013_upheld,compassion,synthetic,-0.317591,-0.308309,-0.268276,-0.120016
synthetic_compassion_013_violated,compassion,synthetic,-1.995423,-0.003281,-0.006683,0.085079
synthetic_compassion_014_upheld,compassion,synthetic,-4.255814,-0.567393,-0.198876,-0.053546
synthetic_compassion_014_violated,compassion,synthetic,0.261351,-0.559792,0.153873,0.115385
synthetic_compassion_015_upheld,compassion,synthetic,0.321359,0.348200,-0.139575,-0.234305
synthetic_compassion_015_violated,compassion,synthetic,-2.990803,0.175639,0.044780,0.089123
synthetic_compassion_016_upheld,compassion,synthetic,0.341452,-0.679340,-0.370337,-0.162471
synthetic_compassion_016_violated,compassion,synthetic,-2.234859,-0.215053,0.300305,-0.002728
synthetic_compassion_017_upheld,compassion,synthetic,-1.282972,-0.470593,-0.238033,0.089845
synthetic_compassion_017_violated,compassion,synthetic,-4.950445,1.462066,-0.551162,0.293485
synthetic_compassion_018_upheld,compassion,synthetic,0.563739,-0.346781,-0.139895,-0.195845
synthetic_compassion_018_violated,compassion,synthetic,1.393512,0.306463,0.021608,-0.057364
synthetic_compassion_019_upheld,compassion,synthetic,0.565468,-0.558990,-0.266712,-0.114271
